"","x"
"142646",83.8
"142647",81
"142648",84.7
"142649",86
"142650",85.5
"142651",84.9
"142652",85.1
"142653",83.8
"142654",82.6
"142655",80.8
"142656",81.9
"142657",81.9
"142658",80.8
"142659",81
"142660",81.1
"142661",81.3
"142662",81.3
"142663",81.1
"142664",81.1
"142665",80.2
"142666",80.1
"142667",81.5
"142668",81.5
"142669",79
"142670",83.5
"142671",84
"142672",84.2
"142673",82.6
"142674",83.7
"142675",86
"142676",85.5
"142677",84.2
"142678",83.3
"142679",82
"142680",81.1
"142681",79.5
"142682",79.7
"142683",80.1
"142684",80.1
"142685",79.9
"142686",79.3
"142687",80.2
"142688",79.7
"142689",79.5
"142690",79.3
"142691",81.5
"142692",81.7
"142693",81.7
"142694",82.9
"142695",83.8
"142696",84
"142697",84
"142698",83.8
"142699",83.8
"142700",84.2
"142701",84.2
"142702",82.8
"142703",82
"142704",81.9
"142705",81.1
"142706",81.3
"142707",81.7
"142708",81
"142709",81
"142710",81
"142711",80.6
"142712",81.3
"142713",81
"142714",81
"142715",80.8
"142716",81.1
"142717",82.4
"142718",82
"142719",83.1
"142720",83.5
"142721",83.8
"142722",84.4
"142723",84
"142724",83.7
"142725",83.1
"142726",82.6
"142727",82
"142728",81.7
"142729",81.3
"142730",79.5
"142731",80.2
"142732",81
"142733",78.8
"142734",78.8
"142735",79.3
"142736",80.4
"142737",80.4
"142738",79.7
"142739",81.3
"142740",81.5
"142741",82.9
"142742",83.5
"142743",83.7
"142744",84
"142745",83.8
"142746",84
"142747",83.8
"142748",83.1
"142749",82.6
"142750",82
"142751",81.7
"142752",80.8
"142753",81.1
"142754",81.1
"142755",80.6
"142756",80.8
"142757",81
"142758",80.6
"142759",81.3
"142760",80.1
"142761",79
"142762",80.8
"142763",78.6
"142764",82.2
"142765",81.7
"142766",81.5
"142767",82.9
"142768",84.2
"142769",83.8
"142770",84.2
"142771",84.7
"142772",83.5
"142773",83.7
"142774",82.6
"142775",82
"142776",81.9
"142777",81.7
"142778",80.1
"142779",80.4
"142780",80.8
"142781",81
"142782",79.5
"142783",79.5
"142784",80.1
"142785",80.2
"142786",80.8
"142787",81
"142788",81.7
"142789",82.6
"142790",83.7
"142791",83.8
"142792",84
"142793",83.5
"142794",83.8
"142795",82.8
"142796",80.1
"142797",81.1
"142798",81.5
"142799",81.5
"142800",81.5
"142801",81.5
"142802",81.7
"142803",81.9
"142804",81.5
"142805",79.5
"142806",81.5
"142807",80.6
"142808",81.5
"142809",81.3
"142810",81.5
"142811",81.5
"142812",79.7
"142813",82.4
"142814",82.9
"142815",83.8
"142816",84.2
"142817",84
"142818",84
"142819",83.3
"142820",82.6
"142821",82.4
"142822",82
"142823",81.9
"142824",82
"142825",81.5
"142826",81.7
"142827",81.5
"142828",81.3
"142829",79.5
"142830",80.1
"142831",79
"142832",79.5
"142833",79.9
"142834",79.5
"142835",80.6
"142836",81.5
"142837",82.6
"142838",82.6
"142839",83.8
"142840",83.8
"142841",83.1
"142842",83.1
"142843",82.9
"142844",81.5
"142845",81.9
"142846",81.3
"142847",79.7
"142848",78.1
"142849",79.3
"142850",79.5
"142851",81
"142852",81
"142853",81
"142854",80.6
"142855",80.8
"142856",80.6
"142857",80.8
"142858",80.8
"142859",81.3
"142860",82
"142861",81.7
"142862",80.2
"142863",83.5
"142864",83.8
"142865",83.7
"142866",82.2
"142867",83.1
"142868",78.1
"142869",81.1
"142870",81.1
"142871",81
"142872",80.8
"142873",80.8
"142874",80.4
"142875",80.1
"142876",80.1
"142877",79.9
"142878",81.3
"142879",81.3
"142880",80.4
"142881",81.3
"142882",81.1
"142883",81.3
"142884",82.2
"142885",81.7
"142886",82.8
"142887",82.9
"142888",82.8
"142889",80.6
"142890",80.8
"142891",81
"142892",81.3
"142893",81.1
"142894",81.1
"142895",80.6
"142896",80.4
"142897",80.8
"142898",80.6
"142899",80.4
"142900",80.4
"142901",80.4
"142902",80.4
"142903",80.6
"142904",80.4
"142905",80.1
"142906",80.1
"142907",81.1
"142908",82.4
"142909",82.8
"142910",83.5
"142911",84
"142912",84.2
"142913",84.9
"142914",84.9
"142915",83.8
"142916",84
"142917",82.9
"142918",82.6
"142919",82.4
"142920",82
"142921",82
"142922",81.5
"142923",81.7
"142924",81.3
"142925",81
"142926",81
"142927",80.8
"142928",80.8
"142929",80.4
"142930",80.4
"142931",81.5
"142932",82.2
"142933",82.9
"142934",83.5
"142935",84.2
"142936",84.4
"142937",84.7
"142938",84
"142939",83.3
"142940",82.9
"142941",83.1
"142942",82.8
"142943",81.9
"142944",81.1
"142945",81.1
"142946",81
"142947",81.3
"142948",81.5
"142949",81.5
"142950",81
"142951",81.1
"142952",81
"142953",81
"142954",81.3
"142955",82
"142956",82.9
"142957",83.8
"142958",84.9
"142959",84.9
"142960",85.5
"142961",86
"142962",85.6
"142963",84.9
"142964",84.7
"142965",84
"142966",83.5
"142967",79.3
"142968",79.3
"142969",80.2
"142970",79.3
"142971",79.2
"142972",78.8
"142973",79.2
"142974",79
"142975",78.6
"142976",78.6
"142977",79.2
"142978",79
"142979",81.3
"142980",82.6
"142981",84
"142982",83.1
"142983",84.4
"142984",84.9
"142985",84.9
"142986",84.7
"142987",85.1
"142988",84.4
"142989",83.3
"142990",83.3
"142991",82.6
"142992",81.7
"142993",82
"142994",82
"142995",82
"142996",81.7
"142997",81.3
"142998",81.5
"142999",81.3
"143000",81.3
"143001",80.6
"143002",80.6
"143003",80.8
"143004",83.1
"143005",83.3
"143006",83.5
"143007",84.9
"143008",86
"143009",86
"143010",86.2
"143011",85.8
"143012",85.3
"143013",84
"143014",83.5
"143015",82.4
"143016",82.4
"143017",82.2
"143018",82
"143019",81.9
"143020",81.7
"143021",81.7
"143022",81.5
"143023",81.5
"143024",81.5
"143025",81.7
"143026",81.7
"143027",82.4
"143028",82.8
"143029",83.5
"143030",84
"143031",83.5
"143032",84.9
"143033",85.1
"143034",84.7
"143035",85.3
"143036",84.7
"143037",84.4
"143038",83.3
"143039",82.9
"143040",82.6
"143041",82.6
"143042",82.4
"143043",82.2
"143044",82
"143045",82
"143046",82.4
"143047",81.9
"143048",82
"143049",82
"143050",81.5
"143051",82.6
"143052",83.1
"143053",83.5
"143054",84.6
"143055",84.9
"143056",84.9
"143057",85.3
"143058",85.3
"143059",85.5
"143060",84.4
"143061",84
"143062",83.7
"143063",82.8
"143064",82.6
"143065",82.6
"143066",82
"143067",81.9
"143068",81.7
"143069",81.7
"143070",81
"143071",80.8
"143072",81.5
"143073",81.5
"143074",81.9
"143075",82.2
"143076",82.9
"143077",84
"143078",84.2
"143079",84.7
"143080",84.9
"143081",85.1
"143082",84.9
"143083",84.9
"143084",84.7
"143085",85.1
"143086",83.7
"143087",82.8
"143088",82.8
"143089",82.6
"143090",82
"143091",81.9
"143092",81.9
"143093",81.7
"143094",81.1
"143095",81.5
"143096",81.3
"143097",82
"143098",80.6
"143099",79.2
"143100",82.8
"143101",82.8
"143102",82.4
"143103",83.5
"143104",83.8
"143105",84.2
"143106",81.5
"143107",82.4
"143108",82.6
"143109",78.8
"143110",81
"143111",82
"143112",82.2
"143113",81.1
"143114",81.1
"143115",79.9
"143116",80.2
"143117",81.1
"143118",81.7
"143119",82
"143120",82
"143121",81.9
"143122",81.9
"143123",82.2
"143124",82.8
"143125",83.3
"143126",83.5
"143127",84.2
"143128",84.7
"143129",85.3
"143130",85.1
"143131",84.6
"143132",84.4
"143133",84.4
"143134",82.9
"143135",82.2
"143136",82.4
"143137",82.2
"143138",82.2
"143139",81.9
"143140",81.7
"143141",81.5
"143142",81.7
"143143",81.5
"143144",81.5
"143145",81.1
"143146",81
"143147",82.4
"143148",82.2
"143149",83.5
"143150",84.2
"143151",84.4
"143152",83.1
"143153",84.7
"143154",84.7
"143155",80.4
"143156",83.5
"143157",83.1
"143158",82.9
"143159",82.6
"143160",82.4
"143161",82
"143162",82
"143163",81.9
"143164",81.9
"143165",81.3
"143166",81.5
"143167",81.7
"143168",81.7
"143169",81.9
"143170",81.9
"143171",82.2
"143172",83.7
"143173",84.4
"143174",84.2
"143175",84.4
"143176",84.7
"143177",84.9
"143178",84
"143179",85.6
"143180",84.7
"143181",84.4
"143182",83.8
"143183",82.9
"143184",82.8
"143185",82.6
"143186",82.6
"143187",82.4
"143188",82.4
"143189",82.4
"143190",81.9
"143191",81.1
"143192",80.6
"143193",81
"143194",81.1
"143195",82.2
"143196",83.5
"143197",83.8
"143198",85.1
"143199",84.9
"143200",85.1
"143201",85.5
"143202",85.6
"143203",85.5
"143204",84.9
"143205",84
"143206",83.1
"143207",82.8
"143208",82.6
"143209",81.9
"143210",81.5
"143211",81.3
"143212",81.1
"143213",78.4
"143214",78.6
"143215",79.3
"143216",79.5
"143217",80.4
"143218",80.4
"143219",79
"143220",82.8
"143221",79.7
"143222",82.2
"143223",82.4
"143224",83.1
"143225",83.5
"143226",84
"143227",80.8
"143228",83.3
"143229",82.6
"143230",82.2
"143231",80.8
"143232",80.8
"143233",81.3
"143234",81.1
"143235",80.4
"143236",80.2
"143237",80.2
"143238",80.2
"143239",80.2
"143240",78.8
"143241",79
"143242",78.4
"143243",79
"143244",82.2
"143245",84
"143246",83.7
"143247",83.1
"143248",84.9
"143249",85.1
"143250",84
"143251",83.5
"143252",82.8
"143253",83.1
"143254",82.6
"143255",82
"143256",81.1
"143257",81.1
"143258",80.4
"143259",79.5
"143260",79.7
"143261",79.9
"143262",79.2
"143263",79.3
"143264",79.2
"143265",79.2
"143266",79
"143267",80.6
"143268",81.7
"143269",83.3
"143270",83.3
"143271",83.5
"143272",84
"143273",84.4
"143274",84.9
"143275",84.7
"143276",85.1
"143277",83.8
"143278",82.8
"143279",82.4
"143280",81.3
"143281",81.3
"143282",81.3
"143283",81.3
"143284",81.9
"143285",81.3
"143286",81.1
"143287",81.1
"143288",81.1
"143289",81
"143290",81.3
"143291",81.7
"143292",82.9
"143293",83.3
"143294",84.2
"143295",84.9
"143296",84.9
"143297",85.3
"143298",84.7
"143299",85.1
"143300",84.7
"143301",83.8
"143302",82.8
"143303",82.4
"143304",82.2
"143305",81.9
"143306",81.7
"143307",82
"143308",81.3
"143309",81.5
"143310",81.5
"143311",81
"143312",79.7
"143313",81.3
"143314",81
"143315",81.5
"143316",83.1
"143317",79.2
"143318",82.2
"143319",84
"143320",84.2
"143321",84.7
"143322",85.1
"143323",82.6
"143324",82.9
"143325",84
"143326",80.8
"143327",80.4
"143328",81.7
"143329",81.7
"143330",81.3
"143331",76.8
"143332",81.5
"143333",81.7
"143334",81.9
"143335",81.7
"143336",81.3
"143337",81.1
"143338",81.7
"143339",81.9
"143340",82.4
"143341",83.3
"143342",83.5
"143343",83.3
"143344",84
"143345",84.4
"143346",84.7
"143347",84.6
"143348",84.7
"143349",84.2
"143350",83.3
"143351",82.8
"143352",82
"143353",81.7
"143354",81.7
"143355",81.5
"143356",81.3
"143357",81
"143358",81
"143359",80.8
"143360",81.3
"143361",81.3
"143362",81
"143363",81.5
"143364",82.6
"143365",83.7
"143366",84
"143367",84.9
"143368",84.7
"143369",84.7
"143370",84.9
"143371",85.1
"143372",85.3
"143373",85.3
"143374",84.2
"143375",82.8
"143376",82.4
"143377",82.9
"143378",82.8
"143379",81
"143380",81.5
"143381",81.7
"143382",81.7
"143383",81.7
"143384",81.7
"143385",81.7
"143386",81.7
"143387",82
"143388",83.1
"143389",83.8
"143390",84.2
"143391",84.2
"143392",84.6
"143393",85.5
"143394",84.6
"143395",84.6
"143396",84.2
"143397",83.5
"143398",83.5
"143399",82.6
"143400",82.4
"143401",82
"143402",82.4
"143403",81.7
"143404",81.7
"143405",81.3
"143406",81.5
"143407",81.7
"143408",81
"143409",80.8
"143410",81
"143411",82.2
"143412",83.7
"143413",85.1
"143414",85.3
"143415",85.8
"143416",85.1
"143417",84
"143418",83.8
"143419",84.4
"143420",81.9
"143421",82.8
"143422",82.9
"143423",81.7
"143424",82.4
"143425",81.5
"143426",82.2
"143427",82.2
"143428",82.6
"143429",82.4
"143430",82.2
"143431",82.2
"143432",81.1
"143433",81.7
"143434",81.7
"143435",82.2
"143436",82.8
"143437",80.8
"143438",81.5
"143439",82.2
"143440",83.7
"143441",83.5
"143442",83.5
"143443",83.5
"143444",83.5
"143445",83.5
"143446",83.3
"143447",83.1
"143448",82.9
"143449",82.6
"143450",82.4
"143451",82.6
"143452",82.6
"143453",82
"143454",82.2
"143455",82
"143456",81.5
"143457",81.5
"143458",82
"143459",82.4
"143460",83.3
"143461",84
"143462",84.4
"143463",84.7
"143464",84.7
"143465",84.9
"143466",85.6
"143467",85.1
"143468",85.3
"143469",84.9
"143470",84
"143471",83.5
"143472",83.3
"143473",83.5
"143474",83.5
"143475",83.1
"143476",82.8
"143477",82.8
"143478",82.6
"143479",82.8
"143480",82.6
"143481",82.6
"143482",82.6
"143483",82.9
"143484",83.1
"143485",84
"143486",84.7
"143487",85.3
"143488",85.1
"143489",85.5
"143490",85.6
"143491",85.5
"143492",85.3
"143493",84.9
"143494",84.2
"143495",83.1
"143496",82.9
"143497",82.9
"143498",82.6
"143499",82.4
"143500",81.9
"143501",81.9
"143502",81.5
"143503",81.7
"143504",81.7
"143505",81.3
"143506",81.3
"143507",82.2
"143508",83.3
"143509",83.7
"143510",84.4
"143511",84.4
"143512",85.5
"143513",85.8
"143514",85.6
"143515",84.9
"143516",85.1
"143517",84.2
"143518",83.3
"143519",82.9
"143520",82.2
"143521",82
"143522",81.3
"143523",81.3
"143524",81.3
"143525",81.1
"143526",81.1
"143527",80.8
"143528",81.3
"143529",81.5
"143530",78.1
"143531",81.3
"143532",83.1
"143533",83.8
"143534",84.9
"143535",85.1
"143536",85.3
"143537",84
"143538",85.1
"143539",84.9
"143540",84.7
"143541",85.5
"143542",84.4
"143543",82.8
"143544",82.8
"143545",82.2
"143546",82.4
"143547",82.4
"143548",82.4
"143549",81.7
"143550",82
"143551",81.9
"143552",81.9
"143553",81.9
"143554",81.7
"143555",82.4
"143556",84.2
"143557",84.7
"143558",84.7
"143559",85.3
"143560",85.3
"143561",86
"143562",86
"143563",85.8
"143564",85.5
"143565",84.9
"143566",83.8
"143567",83.1
"143568",82.9
"143569",83.5
"143570",82.8
"143571",82.4
"143572",82
"143573",81.7
"143574",82.2
"143575",82
"143576",82.4
"143577",82.4
"143578",82.2
"143579",82.8
"143580",84.4
"143581",84.4
"143582",85.5
"143583",84.7
"143584",85.8
"143585",86
"143586",86.4
"143587",86.4
"143588",85.8
"143589",85.5
"143590",84.2
"143591",83.7
"143592",83.3
"143593",82.9
"143594",82.9
"143595",82.8
"143596",82.9
"143597",82.6
"143598",82.8
"143599",82.8
"143600",82.2
"143601",82
"143602",82.4
"143603",83.1
"143604",83.8
"143605",85.1
"143606",85.1
"143607",85.6
"143608",85.5
"143609",85.8
"143610",85.6
"143611",85.8
"143612",84.9
"143613",84.7
"143614",83.7
"143615",83.3
"143616",82.9
"143617",82.9
"143618",82.9
"143619",82.6
"143620",82.4
"143621",82
"143622",81.7
"143623",81.5
"143624",81.5
"143625",81.3
"143626",81
"143627",80.6
"143628",82
"143629",81.3
"143630",83.5
"143631",84
"143632",85.1
"143633",84.6
"143634",85.1
"143635",84.4
"143636",84.7
"143637",84
"143638",83.1
"143639",82.6
"143640",82.2
"143641",82
"143642",81.9
"143643",82
"143644",82
"143645",81.9
"143646",82
"143647",81.9
"143648",81.9
"143649",82
"143650",82
"143651",82.2
"143652",83.1
"143653",84.4
"143654",84.7
"143655",85.6
"143656",85.3
"143657",84.9
"143658",84.7
"143659",85.3
"143660",84.7
"143661",84.7
"143662",83.8
"143663",83.3
"143664",82.9
"143665",82.6
"143666",82.9
"143667",82.8
"143668",82.8
"143669",80.4
"143670",79.5
"143671",79.2
"143672",80.4
"143673",81
"143674",80.8
"143675",80.2
"143676",83.3
"143677",83.8
"143678",84.6
"143679",84.7
"143680",85.8
"143681",85.6
"143682",84.6
"143683",86
"143684",85.8
"143685",84.9
"143686",84
"143687",83.5
"143688",83.3
"143689",83.3
"143690",82.9
"143691",83.1
"143692",82.6
"143693",82.4
"143694",82.4
"143695",82.2
"143696",82.2
"143697",82.4
"143698",82.2
"143699",82.6
"143700",83.3
"143701",83.8
"143702",85.3
"143703",85.6
"143704",86.2
"143705",86.9
"143706",87.1
"143707",86.5
"143708",85.6
"143709",84.6
"143710",84.4
"143711",83.7
"143712",83.1
"143713",82.8
"143714",82.6
"143715",82.2
"143716",82.2
"143717",81.7
"143718",81.7
"143719",80.8
"143720",81
"143721",78.6
"143722",81
"143723",82.2
"143724",84.2
"143725",84.6
"143726",84.7
"143727",85.3
"143728",85.1
"143729",85.6
"143730",85.8
"143731",85.5
"143732",84.6
"143733",82.8
"143734",82
"143735",79.5
"143736",78.4
"143737",79.5
"143738",80.2
"143739",80.6
"143740",80.8
"143741",76.3
"143742",79.2
"143743",79.3
"143744",79.5
"143745",79.7
"143746",79.7
"143747",81.7
"143748",82.9
"143749",83.7
"143750",80.6
"143751",80.4
"143752",83.8
"143753",84.2
"143754",84.6
"143755",77.7
"143756",82.6
"143757",83.5
"143758",78.3
"143759",79.5
"143760",80.2
"143761",79.5
"143762",79.7
"143763",80.8
"143764",80.4
"143765",80.1
"143766",81.1
"143767",81.3
"143768",81
"143769",80.8
"143770",81.3
"143771",82
"143772",82.8
"143773",83.3
"143774",84
"143775",83.8
"143776",84.2
"143777",84.6
"143778",84.9
"143779",85.1
"143780",84.7
"143781",84.7
"143782",83.8
"143783",82.8
"143784",82.4
"143785",82.4
"143786",82.4
"143787",82
"143788",82.2
"143789",80.1
"143790",80.8
"143791",81
"143792",81
"143793",81.5
"143794",81.5
"143795",82
"143796",82.8
"143797",82
"143798",79.5
"143799",83.8
"143800",84.9
"143801",85.1
"143802",85.3
"143803",84.9
"143804",84.2
"143805",84.2
"143806",83.7
"143807",83.1
"143808",82.6
"143809",82.4
"143810",82.4
"143811",81
"143812",81.7
"143813",81.3
"143814",82.2
"143815",82.4
"143816",82
"143817",82
"143818",81.7
"143819",82
"143820",83.5
"143821",84.6
"143822",84.9
"143823",85.6
"143824",86
"143825",85.8
"143826",85.3
"143827",86
"143828",84.7
"143829",84.4
"143830",85.3
"143831",83.3
"143832",82.8
"143833",82.8
"143834",82.8
"143835",80.8
"143836",81.9
"143837",82
"143838",81.5
"143839",80.4
"143840",81.7
"143841",81.9
"143842",79.9
"143843",81.9
"143844",83.5
"143845",83.7
"143846",84.2
"143847",85.6
"143848",84.7
"143849",84.2
"143850",85.3
"143851",84.6
"143852",85.8
"143853",85.1
"143854",84
"143855",83.1
"143856",83.3
"143857",83.1
"143858",82.9
"143859",82.6
"143860",82.6
"143861",82.6
"143862",82.6
"143863",82.2
"143864",82.8
"143865",82
"143866",82.2
"143867",82.8
"143868",84
"143869",84.4
"143870",85.1
"143871",85.6
"143872",86.4
"143873",86.2
"143874",86.4
"143875",86.7
"143876",86.4
"143877",85.5
"143878",84.7
"143879",83.5
"143880",83.1
"143881",82.9
"143882",82.8
"143883",82.6
"143884",82.8
"143885",82.4
"143886",82.4
"143887",82
"143888",82
"143889",82.2
"143890",82
"143891",82.6
"143892",83.7
"143893",84.2
"143894",85.3
"143895",85.6
"143896",85.8
"143897",86
"143898",85.8
"143899",86.2
"143900",85.5
"143901",85.1
"143902",84.4
"143903",84.2
"143904",83.1
"143905",82.9
"143906",82.8
"143907",82.4
"143908",82
"143909",82
"143910",82
"143911",81.9
"143912",81.9
"143913",81.3
"143914",81.5
"143915",82.2
"143916",83.5
"143917",83.5
"143918",84.9
"143919",85.5
"143920",86
"143921",85.6
"143922",85.8
"143923",85.8
"143924",84.6
"143925",84.4
"143926",83.8
"143927",82.9
"143928",82.9
"143929",82.8
"143930",82.4
"143931",82.4
"143932",83.1
"143933",82.8
"143934",82.4
"143935",82.2
"143936",82.6
"143937",82.4
"143938",82.4
"143939",82.6
"143940",83.7
"143941",84
"143942",84.6
"143943",82.4
"143944",84.2
"143945",84.7
"143946",84.9
"143947",84.9
"143948",84.9
"143949",84.6
"143950",84.2
"143951",83.7
"143952",83.3
"143953",83.1
"143954",82.8
"143955",82.9
"143956",80.8
"143957",80.8
"143958",80.2
"143959",81
"143960",81.1
"143961",81
"143962",81.7
"143963",82.4
"143964",83.5
"143965",84.4
"143966",84.6
"143967",85.3
"143968",85.6
"143969",85.6
"143970",85.8
"143971",85.8
"143972",85.5
"143973",84.9
"143974",84.4
"143975",83.3
"143976",82.6
"143977",82.2
"143978",81.7
"143979",81.3
"143980",81.1
"143981",81.5
"143982",81.1
"143983",81.9
"143984",81.9
"143985",81.7
"143986",81.7
"143987",80.8
"143988",82
"143989",83.8
"143990",84.9
"143991",83.3
"143992",84
"143993",83.7
"143994",84
"143995",81.9
"143996",82.2
"143997",82.9
"143998",79
"143999",79.9
"144000",81.9
"144001",79.5
"144002",81.3
"144003",82.4
"144004",82.2
"144005",82.2
"144006",82.4
"144007",81.9
"144008",82
"144009",82.2
"144010",82
"144011",82.4
"144012",83.3
"144013",83.8
"144014",84.4
"144015",84.9
"144016",85.6
"144017",86
"144018",84.9
"144019",85.3
"144020",85.1
"144021",84.7
"144022",80.6
"144023",81.1
"144024",79.9
"144025",79.5
"144026",79.3
"144027",80.2
"144028",80.1
"144029",80.8
"144030",82.4
"144031",82.4
"144032",82.8
"144033",82.8
"144034",82.4
"144035",82.9
"144036",84.4
"144037",82.9
"144038",84.6
"144039",85.1
"144040",85.8
"144041",86
"144042",87.1
"144043",86.9
"144044",86
"144045",85.3
"144046",84.2
"144047",83.3
"144048",82.4
"144049",82
"144050",81.9
"144051",81.3
"144052",80.2
"144053",80.4
"144054",80.1
"144055",80.2
"144056",80.4
"144057",80.2
"144058",79.9
"144059",81.7
"144060",83.3
"144061",84.2
"144062",84.4
"144063",85.1
"144064",85.8
"144065",84.7
"144066",84.6
"144067",86.5
"144068",85.5
"144069",85.8
"144070",84.9
"144071",79.5
"144072",80.8
"144073",81.1
"144074",81
"144075",81.1
"144076",81.1
"144077",81.3
"144078",77.2
"144079",79.3
"144080",78.4
"144081",79.3
"144082",80.2
"144083",82.8
"144084",83.5
"144085",84.2
"144086",84.9
"144087",85.1
"144088",84.9
"144089",85.1
"144090",84.9
"144091",85.3
"144092",85.6
"144093",85.3
"144094",83.8
"144095",83.3
"144096",82.8
"144097",82.6
"144098",81.5
"144099",81.9
"144100",82.6
"144101",81.7
"144102",82
"144103",82
"144104",82.2
"144105",82.2
"144106",81.9
"144107",82.2
"144108",83.5
"144109",83.7
"144110",84.6
"144111",84.7
"144112",85.5
"144113",86
"144114",85.6
"144115",85.8
"144116",84.6
"144117",83.8
"144118",84
"144119",83.3
"144120",83.3
"144121",82.8
"144122",82.4
"144123",82.9
"144124",82.6
"144125",82.6
"144126",82.2
"144127",82.6
"144128",82.6
"144129",82.4
"144130",82.2
"144131",82.8
"144132",84
"144133",84
"144134",85.1
"144135",85.6
"144136",86
"144137",85.3
"144138",85.5
"144139",80.2
"144140",81.9
"144141",83.8
"144142",84
"144143",83.1
"144144",82.8
"144145",82.6
"144146",83.1
"144147",82.4
"144148",83.3
"144149",82
"144150",82.8
"144151",82.6
"144152",82.2
"144153",82.6
"144154",82.4
"144155",82.9
"144156",83.5
"144157",84.6
"144158",85.1
"144159",85.8
"144160",85.5
"144161",86.7
"144162",86.9
"144163",86.5
"144164",86.7
"144165",85.5
"144166",84.7
"144167",84.2
"144168",83.7
"144169",83.3
"144170",83.1
"144171",82.9
"144172",82.9
"144173",82.2
"144174",82
"144175",81.7
"144176",81.1
"144177",81.1
"144178",81.3
"144179",82.6
"144180",83.7
"144181",84.4
"144182",84.7
"144183",85.6
"144184",86
"144185",86.2
"144186",86.5
"144187",85.1
"144188",85.3
"144189",84.6
"144190",83.7
"144191",82
"144192",82
"144193",81.9
"144194",81.5
"144195",81.9
"144196",81
"144197",80.8
"144198",81
"144199",80.2
"144200",80.2
"144201",80.1
"144202",80.6
"144203",76.6
"144204",80.6
"144205",83.8
"144206",84.9
"144207",85.1
"144208",84.4
"144209",84.7
"144210",85.5
"144211",84.7
"144212",85.1
"144213",84.4
"144214",84.6
"144215",83.1
"144216",82.6
"144217",82.4
"144218",81.7
"144219",81.7
"144220",81.3
"144221",81.1
"144222",81.9
"144223",80.2
"144224",80.6
"144225",81.1
"144226",80.4
"144227",82
"144228",83.1
"144229",83.8
"144230",85.1
"144231",85.3
"144232",85.6
"144233",84.6
"144234",86.2
"144235",85.8
"144236",85.1
"144237",85.6
"144238",84.9
"144239",83.5
"144240",83.3
"144241",83.7
"144242",83.1
"144243",82.9
"144244",82.9
"144245",82.4
"144246",82.8
"144247",82.2
"144248",82.2
"144249",82.4
"144250",82.2
"144251",83.1
"144252",84.4
"144253",85.5
"144254",85.5
"144255",86
"144256",81.9
"144257",83.8
"144258",84.7
"144259",85.1
"144260",85.5
"144261",84.4
"144262",83.7
"144263",82.6
"144264",82.2
"144265",80.8
"144266",82.9
"144267",82.9
"144268",82.9
"144269",82.2
"144270",81.7
"144271",81.1
"144272",81.7
"144273",81
"144274",81.1
"144275",82.8
"144276",83.7
"144277",84.6
"144278",84.7
"144279",85.1
"144280",86.2
"144281",85.8
"144282",86.2
"144283",86.7
"144284",85.3
"144285",85.1
"144286",84.2
"144287",83.8
"144288",83.3
"144289",82.6
"144290",82.8
"144291",82.9
"144292",82.8
"144293",81.9
"144294",82
"144295",81.5
"144296",81.7
"144297",81.3
"144298",81.1
"144299",82.4
"144300",83.8
"144301",84.7
"144302",85.6
"144303",86
"144304",86.5
"144305",86.4
"144306",87.3
"144307",87.1
"144308",84.9
"144309",84.7
"144310",85.3
"144311",83.7
"144312",83.1
"144313",82.8
"144314",82.4
"144315",82
"144316",81.5
"144317",81.3
"144318",81.3
"144319",81.3
"144320",80.6
"144321",80.8
"144322",80.2
"144323",82.4
"144324",83.7
"144325",83.8
"144326",84
"144327",84.6
"144328",86.4
"144329",86
"144330",86.2
"144331",86
"144332",84.6
"144333",87.1
"144334",85.1
"144335",83.7
"144336",83.3
"144337",83.3
"144338",83.3
"144339",82.8
"144340",80.4
"144341",80.8
"144342",81.1
"144343",81
"144344",81.5
"144345",80.6
"144346",81.1
"144347",80.1
"144348",80.6
"144349",77.9
"144350",81
"144351",78.8
"144352",79.3
"144353",78.8
"144354",80.6
"144355",82.4
"144356",83.1
"144357",80.2
"144358",81.7
"144359",82
"144360",83.5
"144361",83.5
"144362",83.1
"144363",82.9
"144364",82.9
"144365",82.8
"144366",82.6
"144367",82.8
"144368",82.6
"144369",82.6
"144370",82.8
"144371",82.8
"144372",83.5
"144373",84
"144374",84.9
"144375",85.8
"144376",86.4
"144377",86.5
"144378",86.2
"144379",86.5
"144380",85.6
"144381",87.8
"144382",86.2
"144383",83.8
"144384",83.3
"144385",82.8
"144386",82
"144387",80.6
"144388",81.7
"144389",81.9
"144390",81.9
"144391",81.3
"144392",81.9
"144393",81.9
"144394",82
"144395",83.1
"144396",83.7
"144397",82.9
"144398",80.6
"144399",79.5
"144400",79.9
"144401",79.9
"144402",78.1
"144403",80.1
"144404",79.7
"144405",79.7
"144406",79.5
"144407",81
"144408",81.5
"144409",81.9
"144410",82.4
"144411",82
"144412",82.2
"144413",82.2
"144414",82
"144415",82.2
"144416",82.2
"144417",82.2
"144418",82.2
"144419",80.6
"144420",79.3
"144421",81.9
"144422",82.4
"144423",84.7
"144424",85.8
"144425",85.6
"144426",86.4
"144427",85.6
"144428",84.9
"144429",84.4
"144430",84
"144431",83.7
"144432",83.1
"144433",83.5
"144434",83.3
"144435",83.5
"144436",82.6
"144437",82.4
"144438",82
"144439",82
"144440",81.3
"144441",81.3
"144442",81.5
"144443",81.9
"144444",83.5
"144445",84
"144446",84.7
"144447",84.9
"144448",85.3
"144449",86
