"","x"
"3760",83.1
"3761",83.1
"3762",83.3
"3763",80.2
"3764",82.8
"3765",80.8
"3766",82.6
"3767",82.9
"3768",82.9
"3769",83.3
"3770",84
"3771",84.2
"3772",85.3
"3773",85.8
"3774",85.8
"3775",86.4
"3776",85.8
"3777",86.4
"3778",86.2
"3779",85.3
"3780",84.6
"3781",84.6
"3782",84.6
"3783",84
"3784",78.4
"3785",59.5
"3786",58.1
"3787",62.8
"3788",59.4
"3789",75.9
"3790",83.7
"3791",84
"3792",84
"3793",81
"3794",83.8
"3795",83.8
"3796",84
"3797",84.2
"3798",84.4
"3799",84.2
"3800",84.4
"3801",84.4
"3802",84.6
"3803",84.6
"3804",84.6
"3805",84.6
"3806",84.6
"3807",84.6
"3808",84.4
"3809",84.4
"3810",84.2
"3811",84.2
"3812",84.2
"3813",84.2
"3814",84
"3815",84
"3816",83.8
"3817",84
"3818",83.8
"3819",83.8
"3820",84
"3821",84
"3822",84.2
"3823",84.2
"3824",84.4
"3825",84.4
"3826",84.6
"3827",84.6
"3828",84.4
"3829",84.4
"3830",84.4
"3831",84.4
"3832",84.2
"3833",84.2
"3834",84.2
"3835",84.2
"3836",84.2
"3837",84.2
"3838",84.2
"3839",84.2
"3840",84
"3841",84
"3842",84
"3843",84.2
"3844",84.2
"3845",84.2
"3846",84.4
"3847",84
"3848",84.6
"3849",84.6
"3850",84.7
"3851",84.9
"3852",85.1
"3853",84.9
"3854",84.9
"3855",84.9
"3856",84.7
"3857",84.7
"3858",84.7
"3859",84.2
"3860",84.6
"3861",84.6
"3862",84.4
"3863",84.4
"3864",84.4
"3865",84.2
"3866",84.2
"3867",84.2
"3868",84.2
"3869",84.6
"3870",84.7
"3871",84.9
"3872",85.1
"3873",85.1
"3874",85.1
"3875",85.5
"3876",85.5
"3877",85.3
"3878",85.3
"3879",85.3
"3880",85.3
"3881",85.3
"3882",85.3
"3883",85.1
"3884",85.1
"3885",85.1
"3886",84.9
"3887",85.1
"3888",84.9
"3889",84.9
"3890",84.9
"3891",85.1
"3892",85.5
"3893",85.3
"3894",85.6
"3895",85.8
"3896",85.8
"3897",86.2
"3898",86
"3899",86
"3900",86
"3901",85.8
"3902",85.6
"3903",85.5
"3904",85.3
"3905",85.3
"3906",85.1
"3907",85.1
"3908",85.1
"3909",84.9
"3910",84.9
"3911",84.9
"3912",84.9
"3913",84.9
"3914",84.9
"3915",84.9
"3916",85.3
"3917",85.5
"3918",85.5
"3919",85.5
"3920",85.5
"3921",85.5
"3922",85.5
"3923",85.5
"3924",85.5
"3925",85.5
"3926",85.5
"3927",85.3
"3928",85.1
"3929",85.1
"3930",85.1
"3931",85.1
"3932",84.9
"3933",84.9
"3934",84.9
"3935",84.7
"3936",85.1
"3937",85.3
"3938",85.5
"3939",85.8
"3940",86
"3941",86.2
"3942",86
"3943",85.8
"3944",85.8
"3945",85.8
"3946",85.8
"3947",86
"3948",86
"3949",85.8
"3950",85.8
"3951",85.6
"3952",85.6
"3953",85.6
"3954",85.5
"3955",85.5
"3956",85.3
"3957",85.3
"3958",85.1
"3959",85.1
"3960",85.3
"3961",85.5
"3962",85.8
"3963",85.6
"3964",85.8
"3965",86
"3966",86
"3967",86
"3968",86.2
"3969",86
"3970",86
"3971",86
"3972",86
"3973",85.8
"3974",85.8
"3975",85.8
"3976",85.6
"3977",85.6
"3978",85.5
"3979",85.5
"3980",85.5
"3981",85.3
"3982",85.3
"3983",85.3
"3984",85.5
"3985",85.5
"3986",85.6
"3987",85.5
"3988",85.6
"3989",85.6
"3990",85.5
"3991",85.5
"3992",85.5
"3993",85.3
"3994",85.3
"3995",85.3
"3996",85.1
"3997",85.3
"3998",85.3
"3999",85.1
"4000",85.1
"4001",85.1
"4002",85.1
"4003",85.1
"4004",85.1
"4005",85.3
"4006",85.5
"4007",85.8
"4008",85.8
"4009",86.2
"4010",86
"4011",85.8
"4012",85.8
"4013",85.8
"4014",85.3
"4015",85.6
"4016",85.5
"4017",85.5
"4018",85.5
"4019",85.1
"4020",85.1
"4021",84.9
"4022",84.9
"4023",84.9
"4024",84.9
"4025",86
"4026",85.8
"4027",85.8
"4028",85.8
"4029",85.8
"4030",85.6
"4031",85.3
"4032",85.1
"4033",85.3
"4034",85.1
"4035",85.1
"4036",85.1
"4037",85.5
"4038",85.8
"4039",86
"4040",86.4
"4041",85.8
"4042",86
"4043",86.2
"4044",86.2
"4045",86.2
"4046",86.2
"4047",86.2
"4048",86
"4049",85.8
"4050",85.6
"4051",85.3
"4052",85.3
"4053",85.3
"4054",85.3
"4055",85.1
"4056",85.3
"4057",85.3
"4058",84.9
"4059",85.3
"4060",85.5
"4061",85.3
"4062",85.5
"4063",85.5
"4064",85.8
"4065",85.8
"4066",85.6
"4067",85.6
"4068",85.6
"4069",85.6
"4070",85.5
"4071",85.5
"4072",85.3
"4073",85.3
"4074",85.3
"4075",85.3
"4076",85.1
"4077",85.1
"4078",84.9
"4079",84.9
"4080",84.9
"4081",84.9
"4082",84.9
"4083",85.1
"4084",85.1
"4085",84.9
"4086",84.9
"4087",85.1
"4088",85.3
"4089",85.3
"4090",85.1
"4091",85.1
"4092",84.9
"4093",84.9
"4094",84.9
"4095",84.9
"4096",84.7
"4097",84.7
"4098",84.7
"4099",84.7
"4100",84.7
"4101",84.7
"4102",84.9
"4103",85.1
"4104",85.1
"4105",85.1
"4106",85.3
"4107",85.5
"4108",85.1
"4109",84.7
"4110",84.6
"4111",84.9
"4112",84.9
"4113",85.1
"4114",85.3
"4115",85.3
"4116",85.3
"4117",85.3
"4118",85.3
"4119",85.3
"4120",85.3
"4121",85.1
"4122",84.9
"4123",84.9
"4124",84.9
"4125",84.7
"4126",84.7
"4127",84.6
"4128",84.6
"4129",84.4
"4130",84.4
"4131",84.4
"4132",84.4
"4133",84.9
"4134",85.1
"4135",85.3
"4136",85.5
"4137",85.3
"4138",85.1
"4139",85.1
"4140",85.3
"4141",85.1
"4142",84.9
"4143",84.9
"4144",84.9
"4145",84.7
"4146",84.7
"4147",84.9
"4148",84.7
"4149",84.6
"4150",84.6
"4151",85.1
"4152",85.1
"4153",85.6
"4154",85.6
"4155",85.6
"4156",85.5
"4157",85.5
"4158",85.5
"4159",85.3
"4160",85.1
"4161",85.1
"4162",85.1
"4163",85.1
"4164",85.1
"4165",84.9
"4166",84.9
"4167",84.7
"4168",84.7
"4169",84.7
"4170",84.7
"4171",84.7
"4172",84.9
"4173",85.1
"4174",85.3
"4175",85.6
"4176",85.6
"4177",85.8
"4178",85.5
"4179",85.6
"4180",85.6
"4181",85.6
"4182",85.3
"4183",85.1
"4184",85.1
"4185",85.3
"4186",85.1
"4187",85.1
"4188",85.1
"4189",85.1
"4190",85.1
"4191",85.1
"4192",85.1
"4193",84.9
"4194",84.9
"4195",84.9
"4196",85.1
"4197",85.5
"4198",85.8
"4199",85.8
"4200",86
"4201",86
"4202",86.2
"4203",86.2
"4204",86
"4205",85.6
"4206",85.5
"4207",85.5
"4208",85.5
"4209",85.5
"4210",85.5
"4211",85.3
"4212",85.3
"4213",85.3
"4214",85.1
"4215",85.1
"4216",84.9
"4217",84.9
"4218",85.3
"4219",85.5
"4220",85.6
"4221",85.3
"4222",85.5
"4223",85.8
"4224",85.8
"4225",85.8
"4226",85.8
"4227",85.5
"4228",85.6
"4229",85.5
"4230",85.5
"4231",85.3
"4232",85.3
"4233",85.5
"4234",85.3
"4235",85.3
"4236",85.3
"4237",85.3
"4238",85.3
"4239",85.3
"4240",85.3
"4241",85.6
"4242",85.6
"4243",85.8
"4244",86.2
"4245",86.4
"4246",86.4
"4247",86.4
"4248",86.4
"4249",86.2
"4250",86
"4251",86
"4252",86
"4253",86
"4254",85.8
"4255",85.8
"4256",85.8
"4257",85.6
"4258",85.6
"4259",85.6
"4260",85.5
"4261",85.5
"4262",85.5
"4263",85.3
"4264",85.8
"4265",86
"4266",86
"4267",86.2
"4268",86.2
"4269",86.4
"4270",86.4
"4271",86.4
"4272",86.4
"4273",86.2
"4274",86.2
"4275",86
"4276",86
"4277",85.8
"4278",85.8
"4279",85.8
"4280",85.6
"4281",85.6
"4282",85.6
"4283",85.5
"4284",85.5
"4285",85.3
"4286",85.3
"4287",85.3
"4288",85.6
"4289",85.8
"4290",86.2
"4291",86
"4292",86.2
"4293",86.2
"4294",85.8
"4295",85.6
"4296",86
"4297",86
"4298",86
"4299",85.8
"4300",85.8
"4301",85.6
"4302",85.6
"4303",85.6
"4304",85.5
"4305",85.5
"4306",85.5
"4307",85.5
"4308",85.3
"4309",85.5
"4310",85.8
"4311",86
"4312",85.8
"4313",86.4
"4314",86.4
"4315",86.4
"4316",86.5
"4317",86.5
"4318",86.5
"4319",86
"4320",86
"4321",86
"4322",86
"4323",85.8
"4324",85.8
"4325",85.6
"4326",85.6
"4327",85.6
"4328",85.6
"4329",85.5
"4330",85.5
"4331",85.3
"4332",85.5
"4333",85.6
"4334",85.6
"4335",85.8
"4336",86
"4337",86
"4338",86.2
"4339",86.2
"4340",86.2
"4341",85.6
"4342",86
"4343",86
"4344",85.8
"4345",85.5
"4346",85.8
"4347",85.8
"4348",85.8
"4349",85.8
"4350",85.8
"4351",85.6
"4352",85.6
"4353",85.5
"4354",85.5
"4355",85.6
"4356",85.8
"4357",86.2
"4358",86.2
"4359",86.4
"4360",86.7
"4361",86.9
"4362",86.9
"4363",86.7
"4364",86.7
"4365",86.2
"4366",85.8
"4367",85.8
"4368",85.3
"4369",85.8
"4370",85.6
"4371",85.6
"4372",85.6
"4373",85.6
"4374",85.6
"4375",85.6
"4376",85.5
"4377",85.5
"4378",85.5
"4379",85.5
"4380",85.6
"4381",85.8
"4382",85.8
"4383",85.8
"4384",86
"4385",86
"4386",86
"4387",86
"4388",86
"4389",86
"4390",85.8
"4391",85.8
"4392",85.8
"4393",85.8
"4394",85.8
"4395",85.8
"4396",85.5
"4397",85.8
"4398",85.6
"4399",85.6
"4400",85.5
"4401",85.6
"4402",85.5
"4403",85.6
"4404",85.6
"4405",85.8
"4406",86.2
"4407",86.4
"4408",86.4
"4409",86.7
"4410",86.7
"4411",86.7
"4412",86.7
"4413",86.5
"4414",86.4
"4415",86.2
"4416",86.2
"4417",86.2
"4418",86
"4419",85.8
"4420",86
"4421",85.8
"4422",85.8
"4423",85.8
"4424",85.8
"4425",85.8
"4426",86.2
"4427",86.2
"4428",86
"4429",86
"4430",85.5
"4431",85.8
"4432",86
"4433",85.8
"4434",85.8
"4435",85.8
"4436",85.8
"4437",85.8
"4438",85.6
"4439",85.6
"4440",85.6
"4441",85.5
"4442",85.5
"4443",85.5
"4444",85.5
"4445",86
"4446",86.4
"4447",86.7
"4448",86.9
"4449",86.9
"4450",87.1
"4451",87.1
"4452",87.1
"4453",86.7
"4454",86.9
"4455",86.7
"4456",86.5
"4457",86.4
"4458",86.2
"4459",86.2
"4460",86
"4461",85.8
"4462",85.8
"4463",86
"4464",86.4
"4465",86.7
"4466",86.9
"4467",87.1
"4468",86.9
"4469",86.9
"4470",86.9
"4471",86.7
"4472",86.7
"4473",86.5
"4474",86.5
"4475",86.5
"4476",86.4
"4477",86.2
"4478",86.2
"4479",86.2
"4480",86
"4481",86
"4482",86.2
"4483",86.5
"4484",86.9
"4485",86.9
"4486",87.3
"4487",87.3
"4488",87.3
"4489",87.1
"4490",87.1
"4491",86.9
"4492",86.9
"4493",86.7
"4494",86.7
"4495",86.7
"4496",86.7
"4497",86.2
"4498",86.5
"4499",86.4
"4500",86.2
"4501",86
"4502",86
"4503",86
"4504",86.2
"4505",86.4
"4506",86.5
"4507",86.9
"4508",86.7
"4509",86.9
"4510",87.1
"4511",87.3
"4512",87.3
"4513",87.3
"4514",87.3
"4515",87.1
"4516",86.9
"4517",86.9
"4518",86.7
"4519",86.7
"4520",86.5
"4521",86.5
"4522",86.4
"4523",86.4
"4524",86.2
"4525",86.2
"4526",86.2
"4527",86.4
"4528",86.4
"4529",86.5
"4530",86.7
"4531",86.7
"4532",86.9
"4533",86.9
"4534",86.9
"4535",86.9
"4536",86.7
"4537",86.5
"4538",86.5
"4539",86.5
"4540",86.5
"4541",86.4
"4542",86.4
"4543",86.4
"4544",86.4
"4545",86.2
"4546",86.2
"4547",86.2
"4548",86.4
"4549",86.5
"4550",86.5
"4551",86.7
"4552",87.1
"4553",86.9
"4554",86.9
"4555",87.1
"4556",87.1
"4557",86.7
"4558",86.7
"4559",86.4
"4560",86.4
"4561",86.4
"4562",86.4
"4563",86.5
"4564",86.4
"4565",86.2
"4566",86.2
"4567",86.2
"4568",86.7
"4569",87.1
"4570",87.1
"4571",87.3
"4572",87.3
"4573",87.3
"4574",87.1
"4575",87.1
"4576",86.9
"4577",86.9
"4578",86.7
"4579",86.7
"4580",86.7
"4581",86.5
"4582",86.5
"4583",86.5
"4584",86.5
"4585",86.5
"4586",86.4
"4587",86.4
"4588",86.4
"4589",86.5
"4590",86.7
"4591",86.9
"4592",86.9
"4593",86.9
"4594",87.1
"4595",87.1
"4596",86.9
"4597",86.9
"4598",86.7
"4599",86.7
"4600",86.5
"4601",86.5
"4602",86.5
"4603",86.2
"4604",86
"4605",86.2
"4606",86.2
"4607",86
"4608",86
"4609",86.2
"4610",86.4
"4611",86.7
"4612",86.7
"4613",86.7
"4614",86.9
"4615",86.9
"4616",86.9
"4617",86.9
"4618",86.7
"4619",86.5
"4620",86.7
"4621",86.5
"4622",86.5
"4623",86.4
"4624",86.4
"4625",86.2
"4626",86.2
"4627",86
"4628",85.8
"4629",85.8
"4630",85.8
"4631",85.8
"4632",85.8
"4633",85.6
"4634",85.6
"4635",85.8
"4636",85.6
"4637",85.5
"4638",85.3
"4639",84.9
"4640",84.7
"4641",84.6
"4642",84.6
"4643",84.6
"4644",84.2
"4645",84
"4646",84
"4647",83.8
"4648",83.8
"4649",83.8
"4650",83.8
"4651",83.7
"4652",83.8
"4653",83.8
"4654",84.2
"4655",84.4
"4656",84.6
"4657",85.1
"4658",85.3
"4659",85.6
"4660",85.3
"4661",85.3
"4662",85.3
"4663",85.1
"4664",85.1
"4665",85.1
"4666",84.9
"4667",84.9
"4668",84.9
"4669",84.7
"4670",84.7
"4671",84.7
"4672",84.6
"4673",84.6
"4674",84.6
"4675",84.6
"4676",84.9
"4677",84.9
"4678",85.3
"4679",85.5
"4680",85.6
"4681",85.5
"4682",85.5
"4683",85.6
"4684",85.5
"4685",85.5
"4686",85.3
"4687",85.3
"4688",85.3
"4689",85.1
"4690",85.1
"4691",85.1
"4692",85.1
"4693",85.1
"4694",84.9
"4695",85.1
"4696",85.5
"4697",85.8
"4698",85.8
"4699",86
"4700",86
"4701",86
"4702",86
"4703",85.8
"4704",86
"4705",85.8
"4706",85.8
"4707",85.5
"4708",85.5
"4709",85.5
"4710",85.5
"4711",85.3
"4712",85.1
"4713",85.1
"4714",84.7
"4715",84.9
"4716",84.9
"4717",85.3
"4718",85.6
"4719",85.8
"4720",86
"4721",86.2
"4722",86.4
"4723",86
"4724",86
"4725",85.8
"4726",85.8
"4727",85.5
"4728",85.6
"4729",85.6
"4730",85.5
"4731",85.3
"4732",85.3
"4733",85.3
"4734",85.3
"4735",85.1
"4736",85.1
"4737",85.1
"4738",84.9
"4739",84.9
"4740",85.5
"4741",85.6
"4742",86
"4743",85.8
"4744",86.2
"4745",86
"4746",85.6
"4747",85.6
"4748",85.6
"4749",85.6
"4750",85.6
"4751",85.6
"4752",85.5
"4753",85.1
"4754",85.3
"4755",85.5
"4756",85.3
"4757",85.3
"4758",85.3
"4759",85.1
"4760",85.1
"4761",85.1
"4762",85.1
"4763",85.5
"4764",86
"4765",86
"4766",86
"4767",85.8
"4768",85.8
"4769",85.6
"4770",85.6
"4771",85.5
"4772",85.5
"4773",85.1
"4774",85.5
"4775",85.5
"4776",85.3
"4777",85.3
"4778",84.9
"4779",85.3
"4780",85.1
"4781",85.1
"4782",85.3
"4783",85.3
"4784",85.6
"4785",85.8
"4786",85.8
"4787",86
"4788",85.8
"4789",85.8
"4790",86
"4791",86
"4792",85.8
"4793",85.6
"4794",85.6
"4795",85.6
"4796",85.6
"4797",85.6
"4798",85.5
"4799",85.3
"4800",85.5
"4801",85.3
"4802",85.3
"4803",85.1
"4804",85.3
"4805",85.5
"4806",85.6
"4807",85.6
"4808",85.6
"4809",85.6
"4810",85.6
"4811",85.6
"4812",85.6
"4813",85.6
"4814",85.6
"4815",85.5
"4816",85.5
"4817",85.6
"4818",85.6
"4819",85.6
"4820",85.5
"4821",85.6
"4822",85.6
"4823",85.6
"4824",85.6
"4825",86
"4826",85.6
"4827",85.5
"4828",85.3
"4829",85.5
"4830",85.5
"4831",85.8
"4832",86
"4833",86.2
"4834",86.2
"4835",86
"4836",86
"4837",85.8
"4838",85.6
"4839",85.6
"4840",85.8
"4841",85.6
"4842",85.6
"4843",85.5
"4844",85.5
"4845",85.6
"4846",85.5
"4847",85.5
"4848",85.3
"4849",85.3
"4850",85.3
"4851",85.1
"4852",84.9
"4853",85.1
"4854",85.3
"4855",85.3
"4856",85.5
"4857",85.5
"4858",85.3
"4859",85.3
"4860",85.3
"4861",85.3
"4862",85.3
"4863",85.3
"4864",85.3
"4865",85.3
"4866",85.1
"4867",85.1
"4868",85.1
"4869",84.9
"4870",84.9
"4871",84.7
"4872",84.7
"4873",84.7
"4874",84.7
"4875",84.7
"4876",84.7
"4877",85.1
"4878",85.5
"4879",85.3
"4880",85.3
"4881",85.3
"4882",85.1
"4883",85.3
"4884",85.3
"4885",85.1
"4886",85.1
"4887",85.1
"4888",85.1
"4889",84.9
"4890",84.7
"4891",84.7
"4892",84.7
"4893",84.7
"4894",84.7
"4895",84.7
"4896",84.7
"4897",84.7
"4898",84.7
"4899",84.7
"4900",84.7
"4901",84.6
"4902",84.9
"4903",84.7
"4904",84.7
"4905",84.9
"4906",85.1
"4907",84.9
"4908",85.3
"4909",85.3
"4910",85.3
"4911",85.3
"4912",85.3
"4913",85.3
"4914",85.3
"4915",85.1
"4916",85.1
"4917",85.1
"4918",84.9
"4919",84.9
"4920",84.7
"4921",84.9
"4922",84.9
"4923",84.7
"4924",84.7
"4925",84.6
"4926",84.7
"4927",85.1
"4928",85.3
"4929",85.3
"4930",85.3
"4931",85.1
"4932",85.3
"4933",85.1
"4934",85.1
"4935",85.1
"4936",84.9
"4937",84.9
"4938",84.9
"4939",84.9
"4940",84.9
"4941",84.7
"4942",84.7
"4943",84.7
"4944",84.7
"4945",84.7
"4946",84.7
"4947",84.9
"4948",85.3
"4949",85.6
"4950",85.8
"4951",85.3
"4952",85.5
"4953",85.6
"4954",85.1
"4955",85.6
"4956",85.5
"4957",85.5
"4958",85.3
"4959",85.3
"4960",85.1
"4961",85.1
"4962",85.1
"4963",84.9
"4964",84.6
"4965",84.4
"4966",84.4
"4967",84.6
"4968",84.7
"4969",84.7
"4970",84.9
"4971",85.1
"4972",85.1
"4973",85.1
"4974",84.7
"4975",84.9
"4976",84.7
"4977",84.7
"4978",84.7
"4979",84.6
"4980",84.4
"4981",84.4
"4982",84.2
"4983",84.2
"4984",84
"4985",84
"4986",84
"4987",84
"4988",84.2
"4989",84.6
"4990",84.9
"4991",85.1
"4992",85.3
"4993",85.5
"4994",85.5
"4995",85.3
"4996",85.3
"4997",85.3
"4998",85.3
"4999",85.3
"5000",85.1
"5001",85.1
"5002",84.9
"5003",84.9
"5004",84.9
"5005",84.9
"5006",84.7
"5007",84.7
"5008",84.7
"5009",84.7
"5010",84.7
"5011",84.9
"5012",85.1
"5013",85.3
"5014",85.5
"5015",85.5
"5016",85.6
"5017",85.6
"5018",85.6
"5019",85.5
"5020",85.5
"5021",85.5
"5022",85.3
"5023",85.3
"5024",85.1
"5025",85.1
"5026",84.9
"5027",84.9
"5028",84.9
"5029",84.9
"5030",84.9
"5031",84.7
"5032",84.7
"5033",84.7
"5034",84.7
"5035",84.7
"5036",85.1
"5037",85.1
"5038",85.5
"5039",85.6
"5040",85.6
"5041",85.6
"5042",85.6
"5043",85.6
"5044",85.5
"5045",85.5
"5046",85.5
"5047",85.5
"5048",85.3
"5049",85.3
"5050",85.3
"5051",85.1
"5052",84.9
"5053",84.9
"5054",84.6
"5055",84.7
"5056",84.6
"5057",84.6
"5058",84.6
"5059",84.7
"5060",85.1
"5061",85.1
"5062",85.5
"5063",85.5
"5064",85.5
"5065",85.5
"5066",85.6
"5067",85.6
"5068",85.5
"5069",85.5
"5070",85.5
"5071",85.5
"5072",85.5
"5073",85.5
"5074",85.3
"5075",85.5
"5076",85.3
"5077",85.3
"5078",85.3
"5079",85.1
"5080",84.9
"5081",84.9
"5082",84.9
"5083",84.9
"5084",85.1
"5085",85.1
"5086",85.5
"5087",85.6
"5088",85.8
"5089",85.8
"5090",85.8
"5091",85.8
"5092",85.6
"5093",85.6
"5094",85.5
"5095",85.3
"5096",85.3
"5097",85.3
"5098",85.3
"5099",85.3
"5100",85.3
"5101",85.3
"5102",85.1
"5103",84.9
"5104",84.9
"5105",84.9
"5106",84.9
"5107",84.9
"5108",85.1
"5109",85.3
"5110",85.5
"5111",85.6
"5112",85.8
"5113",85.5
"5114",85.6
"5115",85.5
"5116",85.3
"5117",85.3
"5118",85.5
"5119",85.5
"5120",85.5
"5121",85.5
"5122",85.5
"5123",85.3
"5124",85.3
"5125",85.3
"5126",85.5
"5127",85.3
"5128",85.3
"5129",85.3
"5130",85.3
"5131",85.1
"5132",85.6
"5133",85.5
"5134",85.5
"5135",85.6
"5136",85.6
"5137",85.5
"5138",85.8
"5139",85.6
"5140",85.6
"5141",85.6
"5142",85.6
"5143",85.6
"5144",85.6
"5145",85.5
"5146",85.5
"5147",85.5
"5148",85.3
"5149",85.3
"5150",85.3
"5151",85.1
"5152",85.1
"5153",85.1
"5154",85.3
"5155",85.3
"5156",85.5
"5157",85.5
"5158",76.5
"5159",76.1
"5160",75.2
"5161",75
"5162",74.5
"5163",73.8
"5164",74.1
"5165",74.8
"5166",75.2
"5167",74.5
"5168",74.7
"5169",74.8
"5170",76.5
"5171",78.8
"5172",79.9
"5173",80.2
"5174",81
"5175",80.8
"5176",80.4
"5177",80.6
"5178",79.9
"5179",79.2
"5180",77.2
"5181",76.8
"5182",76.6
"5183",76.1
"5184",76.1
"5185",75.7
"5186",76.1
"5187",76.1
"5188",75.9
"5189",75.7
"5190",77.2
"5191",77.2
"5192",77.4
"5193",78.3
"5194",79.2
"5195",76.8
"5196",79.7
"5197",79.9
"5198",80.1
"5199",80.8
"5200",78.8
"5201",79.3
"5202",79.3
"5203",78.6
"5204",77.7
"5205",76.8
"5206",76.8
"5207",76.5
"5208",76.5
"5209",76.3
"5210",77
"5211",76.1
"5212",75.6
"5213",75.4
"5214",75.4
"5215",75.7
"5216",75.4
"5217",77.4
"5218",79.3
"5219",80.2
"5220",79.9
"5221",80.4
"5222",81
"5223",82
"5224",79.9
"5225",78.8
"5226",77.7
"5227",75.6
"5228",76.1
"5229",77
"5230",76.8
"5231",77.2
"5232",77.4
"5233",76.8
"5234",75
"5235",75
"5236",75.4
"5237",75.9
"5238",76.5
"5239",76.1
"5240",75.4
"5241",77.9
"5242",78.6
"5243",79.7
"5244",75.6
"5245",77
"5246",79.7
"5247",79
"5248",77.2
"5249",77
"5250",76.8
"5251",76.3
"5252",75.7
"5253",75.6
"5254",75.7
"5255",75.6
"5256",75
"5257",75.4
"5258",75.6
"5259",75.2
"5260",75.2
"5261",76.6
"5262",78.1
"5263",79
"5264",77.9
"5265",78.8
"5266",79
"5267",79.2
"5268",78.3
"5269",78.1
"5270",78.3
"5271",75.7
"5272",75.6
"5273",75.4
"5274",75.7
"5275",74.5
"5276",74.8
"5277",74.3
"5278",74.3
"5279",73.9
"5280",74.3
"5281",74.7
"5282",74.3
"5283",74.8
"5284",76.5
"5285",79.9
"5286",76.1
"5287",74.7
"5288",75
"5289",74.8
"5290",74.3
"5291",73.8
"5292",73.9
"5293",73.9
"5294",74.5
"5295",76.5
"5296",76.8
"5297",77.7
"5298",79.5
"5299",79.9
"5300",79.7
"5301",80.6
"5302",80.8
"5303",80.4
"5304",78.4
"5305",77.9
"5306",76.3
"5307",75.2
"5308",75.2
"5309",74.8
"5310",75
"5311",74.3
"5312",74.3
"5313",74.7
"5314",74.1
"5315",74.5
"5316",74.7
"5317",74.7
"5318",73.2
"5319",76.8
"5320",78.4
"5321",78.8
"5322",79.7
"5323",79.9
"5324",80.1
"5325",80.2
"5326",80.2
"5327",80.2
"5328",80.1
"5329",78.8
"5330",77.5
"5331",76.6
"5332",76.1
"5333",76.1
"5334",75.7
"5335",75.4
"5336",75.4
"5337",75
"5338",74.7
"5339",74.5
"5340",74.7
"5341",73.9
"5342",74.5
"5343",76.8
"5344",78.4
"5345",79.2
"5346",80.4
"5347",80.6
"5348",80.8
"5349",81.5
"5350",81.5
"5351",80.6
"5352",79.9
"5353",79
"5354",78.1
"5355",77.7
"5356",76.5
"5357",76.6
"5358",76.3
"5359",75.7
"5360",77.4
"5361",77
"5362",77
"5363",77
"5364",77
"5365",76.8
"5366",76.8
"5367",77.9
"5368",78.6
"5369",79.5
"5370",81
"5371",81.3
"5372",81
"5373",81.5
"5374",81.1
"5375",81
"5376",79.9
"5377",79.2
"5378",77.4
"5379",77.2
"5380",77.7
"5381",77.2
"5382",77.7
"5383",77.4
"5384",76.3
"5385",76.3
"5386",75.7
"5387",75.4
"5388",75.4
"5389",75.6
"5390",76.1
"5391",78.4
"5392",79.2
"5393",79.7
"5394",81.1
"5395",81.3
"5396",81.3
"5397",81.5
"5398",81.3
"5399",80.1
"5400",79.7
"5401",79
"5402",78.4
"5403",77.4
"5404",76.8
"5405",77.7
"5406",77.9
"5407",76.5
"5408",77.5
"5409",77.5
"5410",76.3
"5411",75.9
"5412",75.7
"5413",76.1
"5414",75.9
"5415",78.8
"5416",79.7
"5417",80.2
"5418",80.4
"5419",81
"5420",80.8
"5421",81
"5422",81.1
"5423",80.4
"5424",79.7
"5425",79.2
"5426",78.8
"5427",78.4
"5428",78.6
"5429",78.4
"5430",78.3
"5431",78.1
"5432",77.7
"5433",77.5
"5434",77.4
"5435",76.1
"5436",77.4
"5437",75
"5438",73.6
"5439",77.4
"5440",77.9
"5441",78.6
"5442",78.3
"5443",78.3
"5444",78.4
"5445",78.6
"5446",79
"5447",78.8
"5448",79
"5449",78.8
"5450",78.8
"5451",78.6
"5452",78.6
"5453",78.6
"5454",78.6
"5455",78.4
"5456",78.4
"5457",78.1
"5458",77.9
"5459",77.7
"5460",77.5
"5461",77.5
"5462",75.9
"5463",78.1
"5464",78.3
"5465",78.6
"5466",79
"5467",79
"5468",79.2
"5469",79.2
"5470",79.2
"5471",79.3
"5472",79.3
"5473",79.2
"5474",78.8
"5475",78.6
"5476",78.6
"5477",78.8
"5478",78.6
"5479",78.4
"5480",78.3
"5481",78.1
"5482",77.9
"5483",77.7
"5484",77.9
"5485",77.7
"5486",78.3
"5487",79.3
"5488",80.2
"5489",80.8
"5490",81.7
"5491",81.9
"5492",81.7
"5493",81.9
"5494",81.7
"5495",81.7
"5496",81.3
"5497",80.4
"5498",79.3
"5499",78.6
"5500",78.3
"5501",77.7
"5502",77.4
"5503",77.2
"5504",77
"5505",77.2
"5506",77.2
"5507",77
"5508",77.2
"5509",77.2
"5510",78.4
"5511",79.3
"5512",79.9
"5513",80.6
"5514",81.5
"5515",81.5
"5516",81.7
"5517",81.5
"5518",81.5
"5519",81.3
"5520",81
"5521",79.9
"5522",79.7
"5523",79.3
"5524",79.3
"5525",79.2
"5526",79.2
"5527",79
"5528",78.8
"5529",78.4
"5530",78.4
"5531",78.4
"5532",78.3
"5533",78.3
"5534",78.4
"5535",79.2
"5536",80.2
"5537",80.6
"5538",80.6
"5539",81.1
"5540",81.5
"5541",81.1
"5542",81.1
"5543",81.3
"5544",80.6
